	x				y
-9.887482		21.549922
-9.867481		21.294817
-9.847481		21.040512
-9.827480		20.787007
-9.807480		20.534302
-9.787479		20.282397
-9.767479		20.031292
-9.747478		19.780987
-9.727478		19.531483
-9.707478		19.282778
-9.687477		19.034873
-9.667477		18.787768
-9.647476		18.541464
-9.627476		18.295959
-9.607475		18.051254
-9.587475		17.807350
-9.567474		17.564245
-9.547474		17.321941
-9.527473		17.080436
-9.507473		16.839732
-9.487473		16.599827
-9.467472		16.360723
-9.447472		16.122419
-9.427471		15.884914
-9.407471		15.648210
-9.387470		15.412306
-9.367470		15.177202
-9.347469		14.942898
-9.327469		14.709393
-9.307468		14.476689
-9.287468		14.244785
-9.267467		14.013681
-9.247467		13.783377
-9.227467		13.553873
-9.207466		13.325170
-9.187466		13.097266
-9.167465		12.870162
-9.147465		12.643858
-9.127464		12.418354
-9.107464		12.193651
-9.087463		11.969747
-9.067463		11.746643
-9.047462		11.524340
-9.027462		11.302836
-9.007462		11.082133
-8.987461		10.862229
-8.967461		10.643126
-8.947460		10.424822
-8.927460		10.207319
-8.907459		9.990616
-8.887459		9.774712
-8.867458		9.559609
-8.847458		9.345306
-8.827457		9.131803
-8.807457		8.919099
-8.787457		8.707196
-8.767456		8.496093
-8.747456		8.285790
-8.727455		8.076287
-8.707455		7.867584
-8.687454		7.659681
-8.667454		7.452578
-8.647453		7.246276
-8.627453		7.040773
-8.607452		6.836070
-8.587452		6.632167
-8.567451		6.429064
-8.547451		6.226762
-8.527451		6.025259
-8.507450		5.824557
-8.487450		5.624654
-8.467449		5.425551
-8.447449		5.227249
-8.427448		5.029746
-8.407448		4.833044
-8.387447		4.637142
-8.367447		4.442039
-8.347446		4.247737
-8.327446		4.054235
-8.307446		3.861532
-8.287445		3.669630
-8.267445		3.478528
-8.247444		3.288226
-8.227444		3.098724
-8.207443		2.910022
-8.187443		2.722120
-8.167442		2.535018
-8.147442		2.348716
-8.127441		2.163214
-8.107441		1.978512
-8.087440		1.794610
-8.067440		1.611508
-8.047440		1.429207
-8.027439		1.247705
-8.007439		1.067003
-7.987439		0.887106
-7.967439		0.708009
-7.947439		0.529711
-7.927439		0.352214
-7.907439		0.175516
-7.887439		-0.000381
-7.867439		-0.175478
-7.847439		-0.349776
-7.827439		-0.523273
-7.807439		-0.695971
-7.787439		-0.867868
-7.767439		-1.038965
-7.747439		-1.209263
-7.727439		-1.378760
-7.707439		-1.547458
-7.687439		-1.715355
-7.667439		-1.882452
-7.647439		-2.048750
-7.627439		-2.214247
-7.607439		-2.378945
-7.587439		-2.542842
-7.567439		-2.705939
-7.547439		-2.868237
-7.527439		-3.029734
-7.507439		-3.190432
-7.487439		-3.350329
-7.467439		-3.509426
-7.447439		-3.667724
-7.427439		-3.825221
-7.407439		-3.981919
-7.387439		-4.137816
-7.367439		-4.292913
-7.347439		-4.447211
-7.327439		-4.600708
-7.307439		-4.753406
-7.287439		-4.905303
-7.267439		-5.056401
-7.247439		-5.206698
-7.227439		-5.356195
-7.207439		-5.504893
-7.187439		-5.652790
-7.167439		-5.799888
-7.147439		-5.946185
-7.127439		-6.091683
-7.107440		-6.236380
-7.087440		-6.380278
-7.067440		-6.523375
-7.047440		-6.665672
-7.027440		-6.807170
-7.007440		-6.947867
-6.987440		-7.087765
